transaction_id,loan_id
32147,8
32148,8
32149,8
32150,8
32151,8
32152,8
32162,8
32163,8
32164,8
32165,8
32166,8
32167,8
32168,8
32169,8
32170,8
32171,8
32172,8
32173,8
32174,8
32175,8
32176,8
32177,8
32178,8
32179,8
32180,8
32181,8
32182,8
32183,8
32184,8
32185,8
32186,8
32187,8
34089,10
34090,10
34091,10
34092,10
34093,10
34094,10
34095,10
34096,10
34097,10
34098,10
34099,10
34100,10
34101,10
34102,10
34103,10
34104,10
34105,10
34106,10
34107,10
34108,10
34109,10
34110,10
34111,10
34112,10
34125,10
34126,10
34127,10
34128,10
34129,10
34130,10
34131,10
34132,10
34133,10
34134,10
34135,10
34136,10
34137,10
34138,10
34139,10
34140,10
34141,10
34142,10
34143,10
34144,10
34145,10
34146,10
34147,10
34148,10
34161,10
34162,10
34163,10
34164,10
34165,10
34166,10
34167,10
34168,10
34169,10
34170,10
34171,10
34172,10
34173,10
34174,10
34175,10
34176,10
34177,10
34178,10
34179,10
34180,10
34181,10
34182,10
34183,10
34184,10
34197,10
34198,10
34199,10
34200,10
34201,10
34202,10
34203,10
34204,10
34205,10
34206,10
34207,10
34208,10
34209,10
34210,10
34211,10
34212,10
34213,10
34214,10
34215,10
34216,10
34217,10
34218,10
34219,10
34220,10
34222,10
34223,10
34230,10
34231,10
34232,10
34233,10
34234,10
34235,10
34236,10
34237,10
34238,10
34239,10
34240,10
34241,10
34245,10
34246,10
34247,10
34248,10
34249,10
34250,10
34251,10
34252,10
34253,10
34254,10
34268,10
34269,10
34270,10
34271,10
34272,10
34273,10
34274,10
34275,10
34276,10
34277,10
34278,10
34279,10
34280,10
34281,10
34282,10
34283,10
34284,10
34285,10
34286,10
34287,10
34288,10
34289,10
34290,10
34296,10
34297,10
34298,10
34299,10
34300,10
34301,10
34302,10
34303,10
34304,10
34305,10
34306,10
34307,10
34308,10
34309,10
34310,10
34311,10
34312,10
34313,10
34314,10
34315,10
34316,10
34317,10
34318,10
34319,10
82446,15
82447,15
82448,15
82449,15
82450,15
82451,15
82452,15
82453,15
82454,15
82455,15
82456,15
82457,15
82474,15
82475,15
82476,15
82477,15
82478,15
82479,15
82480,15
82481,15
82498,15
82499,15
82500,15
82501,15
82502,15
82503,15
82504,15
82505,15
82509,15
82513,15
82539,15
82540,15
82541,15
82542,15
82543,15
82544,15
82545,15
82546,15
82547,15
82548,15
82549,15
82550,15
82551,15
82552,15
82553,15
82554,15
82555,15
82556,15
82557,15
82558,15
86580,16
86581,16
86582,16
86583,16
86584,16
86585,16
86586,16
86587,16
86588,16
86589,16
86590,16
86591,16
86592,16
86593,16
86594,16
86595,16
86596,16
86597,16
86598,16
86599,16
86600,16
86601,16
86602,16
86603,16
86604,16
86605,16
86606,16
86607,16
86608,16
86609,16
86610,16
86611,16
86612,16
86613,16
86614,16
86615,16
86616,16
86617,16
86618,16
86619,16
86620,16
86621,16
86622,16
86623,16
86624,16
86625,16
86626,16
86627,16
86628,16
86629,16
86630,16
86631,16
86632,16
86633,16
86634,16
86635,16
86636,16
86637,16
86638,16
86639,16
86640,16
86641,16
86642,16
86643,16
86660,16
86661,16
86662,16
86663,16
86664,16
86665,16
86666,16
86667,16
86668,16
86669,16
86670,16
86671,16
86672,16
86673,16
86674,16
86675,16
86676,16
86677,16
86678,16
86679,16
86680,16
86681,16
86682,16
86683,16
86684,16
86685,16
86686,16
86687,16
86688,16
86689,16
86690,16
86691,16
86692,16
86693,16
86694,16
86695,16
86696,16
86697,16
86698,16
86699,16
86700,16
86701,16
86702,16
86703,16
86704,16
86705,16
86706,16
86707,16
86708,16
86709,16
86710,16
86711,16
86712,16
86713,16
86714,16
86715,16
86732,16
86733,16
86734,16
86735,16
86736,16
86737,16
86738,16
86739,16
86740,16
86741,16
86742,16
86743,16
86744,16
86745,16
86746,16
86747,16
86748,16
86749,16
86750,16
86751,16
86752,16
86753,16
86754,16
86755,16
86756,16
86757,16
86758,16
86759,16
86760,16
86761,16
86762,16
86763,16
86764,16
86765,16
86766,16
86767,16
86768,16
86769,16
86770,16
86771,16
86772,16
86773,16
86774,16
86775,16
86776,16
86777,16
86778,16
86779,16
86780,16
86781,16
86782,16
86783,16
86784,16
86785,16
86786,16
86787,16
86804,16
86805,16
86806,16
86807,16
86808,16
86809,16
86810,16
86811,16
86812,16
86813,16
86814,16
86815,16
86816,16
86817,16
86818,16
86819,16
86820,16
86821,16
86822,16
86823,16
86824,16
86825,16
86826,16
86827,16
86828,16
86829,16
86830,16
86831,16
86832,16
86833,16
86834,16
86835,16
86836,16
86837,16
86838,16
86839,16
86840,16
86841,16
86842,16
86843,16
86844,16
86845,16
86846,16
86847,16
86848,16
86849,16
86850,16
86851,16
86852,16
86853,16
86854,16
86855,16
86856,16
86857,16
86858,16
86859,16
86873,16
86874,16
86875,16
86876,16
86878,16
86879,16
86880,16
86881,16
86882,16
86883,16
86884,16
86888,16
86890,16
86892,16
86893,16
86895,16
86896,16
86897,16
86898,16
86899,16
86900,16
86901,16
86902,16
86903,16
86905,16
86906,16
86907,16
86908,16
86909,16
86911,16
86915,16
86916,16
86919,16
86921,16
86924,16
86931,16
86933,16
86934,16
86935,16
86936,16
86937,16
86956,16
86957,16
86958,16
86959,16
86960,16
86961,16
86962,16
86964,16
86966,16
86967,16
86968,16
86969,16
86970,16
86971,16
86972,16
86979,16
86980,16
86981,16
86984,16
86985,16
86987,16
86990,16
86992,16
86993,16
86994,16
86995,16
86996,16
86997,16
87015,16
87016,16
87017,16
87018,16
87019,16
87020,16
87021,16
87022,16
87023,16
87024,16
87025,16
87026,16
87027,16
87028,16
87029,16
87030,16
87031,16
87032,16
87033,16
87034,16
87035,16
87036,16
87037,16
87038,16
87039,16
87040,16
87041,16
87042,16
87043,16
87044,16
87045,16
87046,16
87047,16
87048,16
87049,16
87050,16
87051,16
87052,16
87053,16
87054,16
87055,16
87056,16
87057,16
87058,16
87059,16
87060,16
87061,16
87062,16
87063,16
87064,16
87065,16
87066,16
87067,16
87068,16
87069,16
87070,16
87071,16
87072,16
87073,16
87074,16
87075,16
87076,16
87077,16
87078,16
87079,16
87080,16
87081,16
87082,16
87083,16
87084,16
87085,16
87086,16
87087,16
87088,16
87089,16
87090,16
87091,16
87092,16
87093,16
87094,16
87095,16
87096,16
87097,16
87098,16
87099,16
87100,16
87101,16
87102,16
87103,16
87104,16
87105,16
87106,16
87107,16
87108,16
87109,16
87110,16
87111,16
87112,16
87113,16
87114,16
87115,16
87116,16
87117,16
87118,16
87119,16
87120,16
87121,16
87122,16
87123,16
87124,16
87125,16
87126,16
87127,16
87128,16
87129,16
87130,16
87131,16
87132,16
87133,16
87134,16
87135,16
87136,16
87137,16
87138,16
87139,16
87140,16
87141,16
87142,16
87143,16
89853,17
89854,17
89855,17
89856,17
89857,17
89858,17
89859,17
89860,17
89861,17
89862,17
89863,17
89864,17
89889,17
89890,17
89891,17
89892,17
89893,17
89894,17
89895,17
89896,17
89897,17
89898,17
89899,17
89900,17
89926,17
89927,17
89928,17
89929,17
89930,17
89931,17
89932,17
89933,17
89934,17
89935,17
89936,17
89942,17
89945,17
89956,17
89957,17
89958,17
89959,17
89960,17
89986,17
89987,17
89988,17
89989,17
89990,17
89991,17
89992,17
89993,17
89994,17
89995,17
89996,17
90014,17
90015,17
90016,17
90017,17
90018,17
90019,17
90020,17
90021,17
90022,17
90023,17
90024,17
90025,17
91121,18
91122,18
91123,18
91124,18
91125,18
91126,18
91127,18
91128,18
91129,18
91130,18
91131,18
91132,18
91145,18
91146,18
91147,18
91148,18
91149,18
91150,18
91151,18
91152,18
91153,18
91154,18
91155,18
91156,18
91160,18
91162,18
91169,18
91170,18
91171,18
91172,18
91173,18
91180,18
91181,18
91182,18
91183,18
91184,18
91185,18
91187,18
91201,18
91202,18
91203,18
91204,18
91205,18
91206,18
91207,18
91208,18
91209,18
91210,18
91211,18
91220,18
91221,18
91222,18
91223,18
91224,18
91225,18
91226,18
91227,18
91228,18
91229,18
91230,18
93655,20
93656,20
93657,20
93658,20
93659,20
93660,20
93661,20
93662,20
93663,20
93664,20
93665,20
93666,20
93667,20
93668,20
93669,20
93670,20
93671,20
93672,20
93673,20
93674,20
93675,20
93676,20
93677,20
93678,20
93679,20
93680,20
93681,20
93682,20
93683,20
93684,20
93685,20
93686,20
93687,20
93688,20
93689,20
93690,20
93691,20
93692,20
93693,20
93694,20
93695,20
93696,20
93697,20
93722,20
93723,20
93724,20
93725,20
93726,20
93727,20
93728,20
93729,20
93730,20
93731,20
93732,20
93733,20
93734,20
93735,20
93736,20
93737,20
93738,20
93739,20
93740,20
93741,20
93742,20
93743,20
93744,20
93745,20
93770,20
93771,20
93772,20
93773,20
93774,20
93775,20
93776,20
93777,20
93778,20
93779,20
93780,20
93781,20
93782,20
93783,20
93784,20
93785,20
93786,20
93787,20
93788,20
93789,20
93790,20
93791,20
93792,20
93793,20
93818,20
93819,20
93820,20
93821,20
93822,20
93823,20
93824,20
93825,20
93826,20
93827,20
93828,20
93829,20
93830,20
93831,20
93832,20
93833,20
93834,20
93835,20
93836,20
93837,20
93838,20
93839,20
93840,20
93841,20
93866,20
93867,20
93868,20
93869,20
93870,20
93871,20
93872,20
93873,20
93874,20
93875,20
93876,20
93877,20
93878,20
93879,20
93880,20
93881,20
93882,20
93883,20
93884,20
93885,20
93886,20
93887,20
93888,20
93889,20
93905,20
93906,20
93907,20
93908,20
93909,20
93910,20
93911,20
93912,20
93913,20
93915,20
93916,20
93917,20
93918,20
93919,20
93920,20
93924,20
93927,20
93928,20
93931,20
93932,20
93947,20
93948,20
93949,20
93951,20
93952,20
93953,20
93954,20
93955,20
93956,20
93966,20
93967,20
93968,20
93969,20
93970,20
93971,20
93972,20
93973,20
93974,20
93975,20
93976,20
94002,20
94003,20
94004,20
94005,20
94006,20
94007,20
94008,20
94009,20
94010,20
94011,20
94012,20
94013,20
94014,20
94015,20
94016,20
94017,20
94018,20
94019,20
94020,20
94021,20
94022,20
94023,20
94024,20
94039,20
94040,20
94041,20
94042,20
94043,20
94044,20
94045,20
94046,20
94047,20
94048,20
94049,20
94050,20
94051,20
94052,20
94053,20
94054,20
94055,20
94056,20
94057,20
94058,20
94059,20
94060,20
94061,20
94062,20
94063,20
94064,20
94065,20
94066,20
94067,20
94068,20
94069,20
94070,20
94071,20
94072,20
94073,20
94074,20
94075,20
96646,21
96647,21
96648,21
96649,21
96650,21
96651,21
96652,21
96653,21
96654,21
96655,21
96656,21
96657,21
96682,21
96683,21
96684,21
96685,21
96686,21
96687,21
96688,21
96689,21
96690,21
96691,21
96692,21
96693,21
96696,21
96699,21
96702,21
96714,21
96715,21
96716,21
96742,21
96743,21
96744,21
96745,21
96746,21
96747,21
96748,21
96749,21
96750,21
96751,21
96752,21
96766,21
96767,21
96768,21
96769,21
96770,21
96771,21
96772,21
96773,21
96774,21
96775,21
96776,21
96777,21
100502,23
100503,23
100504,23
100505,23
100506,23
100507,23
100508,23
100509,23
100510,23
100511,23
100512,23
100513,23
100514,23
100515,23
100516,23
100517,23
100518,23
100519,23
100520,23
100521,23
100522,23
100523,23
100524,23
100525,23
100526,23
100527,23
100528,23
100529,23
100530,23
100531,23
100532,23
100533,23
100534,23
100535,23
100536,23
100537,23
100538,23
100539,23
100540,23
100541,23
100542,23
100543,23
100544,23
100545,23
100546,23
100547,23
100548,23
100549,23
100550,23
100551,23
100552,23
100553,23
100554,23
100555,23
100556,23
100557,23
100558,23
100559,23
100560,23
100561,23
100577,23
100578,23
100579,23
100580,23
100581,23
100582,23
100583,23
100584,23
100585,23
100586,23
100587,23
100588,23
100589,23
100590,23
100591,23
100592,23
100593,23
100594,23
100595,23
100596,23
100597,23
100598,23
100599,23
100600,23
100601,23
100602,23
100603,23
100604,23
100605,23
100606,23
100607,23
100608,23
100609,23
100610,23
100611,23
100612,23
100613,23
100614,23
100615,23
100616,23
100617,23
100618,23
100619,23
100620,23
100621,23
100622,23
100623,23
100624,23
100625,23
100626,23
100627,23
100628,23
100629,23
100630,23
100631,23
100632,23
100633,23
100649,23
100650,23
100651,23
100652,23
100653,23
100654,23
100655,23
100656,23
100657,23
100658,23
100659,23
100660,23
100661,23
100662,23
100663,23
100664,23
100665,23
100666,23
100667,23
100668,23
100669,23
100670,23
100671,23
100672,23
100673,23
100674,23
100675,23
100676,23
100677,23
100678,23
100679,23
100680,23
100681,23
100682,23
100683,23
100684,23
100685,23
100686,23
100687,23
100688,23
100689,23
100690,23
100691,23
100692,23
100693,23
100694,23
100695,23
100696,23
100697,23
100698,23
100699,23
100700,23
100701,23
100702,23
100703,23
100704,23
100705,23
100707,23
100708,23
100709,23
100710,23
100711,23
100714,23
100715,23
100716,23
100717,23
100719,23
100720,23
100721,23
100722,23
100723,23
100731,23
100732,23
100733,23
100735,23
100736,23
100737,23
100738,23
100739,23
100740,23
100741,23
100742,23
100743,23
100744,23
100745,23
100746,23
100747,23
100748,23
100749,23
100750,23
100751,23
100752,23
100753,23
100754,23
100755,23
100756,23
100757,23
100758,23
100759,23
100760,23
100761,23
100762,23
100779,23
100780,23
100781,23
100782,23
100783,23
100784,23
100785,23
100786,23
100787,23
100788,23
100789,23
100790,23
100791,23
100792,23
100793,23
100794,23
100795,23
100796,23
100797,23
100798,23
100799,23
100800,23
100801,23
100802,23
100803,23
100804,23
100805,23
100806,23
100807,23
100808,23
100809,23
100810,23
100811,23
100812,23
100813,23
100814,23
100815,23
100816,23
100817,23
100818,23
100819,23
100820,23
100821,23
100822,23
100823,23
100824,23
100825,23
100826,23
100827,23
100828,23
100829,23
100830,23
100831,23
100832,23
100833,23
100834,23
100836,23
100837,23
100838,23
100839,23
100840,23
100841,23
100842,23
100843,23
100844,23
100845,23
100846,23
100847,23
100848,23
100849,23
100850,23
100851,23
100852,23
100853,23
100854,23
100855,23
100856,23
100857,23
100858,23
100859,23
100860,23
100861,23
100862,23
100863,23
100864,23
100865,23
100866,23
100867,23
100868,23
100869,23
100870,23
100871,23
100872,23
100873,23
100874,23
100875,23
100876,23
100877,23
100878,23
100879,23
100880,23
100881,23
100882,23
100883,23
100884,23
100885,23
100886,23
100887,23
100888,23
100889,23
100890,23
100891,23
100892,23
100893,23
100894,23
100895,23
101865,24
101866,24
101867,24
101868,24
101869,24
101870,24
101871,24
101872,24
101873,24
101874,24
101875,24
101876,24
101877,24
101878,24
101879,24
101880,24
101881,24
101882,24
101883,24
101884,24
101885,24
101886,24
101887,24
101888,24
101889,24
101890,24
101891,24
101892,24
101893,24
101894,24
101895,24
101896,24
101897,24
101898,24
101899,24
101900,24
101901,24
101902,24
101903,24
101904,24
101905,24
101906,24
101907,24
101908,24
101909,24
101910,24
101911,24
101936,24
101937,24
101938,24
101939,24
101940,24
101941,24
101942,24
101943,24
101944,24
101945,24
101946,24
101948,24
101949,24
101950,24
101951,24
101953,24
101954,24
101955,24
101956,24
101957,24
101958,24
101959,24
101960,24
101961,24
101962,24
101963,24
101964,24
101965,24
101966,24
101967,24
101968,24
101969,24
101970,24
101971,24
101972,24
101973,24
101974,24
101975,24
101976,24
101977,24
101979,24
101980,24
101981,24
101982,24
101983,24
101999,24
102000,24
102001,24
102002,24
102003,24
102005,24
102006,24
102007,24
102008,24
102009,24
102012,24
102013,24
102014,24
102015,24
102016,24
102017,24
102018,24
102019,24
102020,24
102021,24
102022,24
102023,24
102024,24
102025,24
102026,24
102027,24
102028,24
102029,24
102030,24
102031,24
102032,24
102033,24
102034,24
102035,24
102036,24
102037,24
102041,24
102043,24
102048,24
102049,24
102052,24
102053,24
102054,24
102055,24
102068,24
102069,24
102070,24
102071,24
102073,24
102074,24
102075,24
102076,24
102077,24
102078,24
102079,24
102080,24
102081,24
102082,24
102083,24
102084,24
102085,24
102086,24
102087,24
102088,24
102089,24
102090,24
102091,24
102092,24
102118,24
102119,24
102120,24
102121,24
102122,24
102123,24
102124,24
102125,24
102126,24
102127,24
102128,24
102129,24
102130,24
102131,24
102132,24
102133,24
102134,24
102135,24
102136,24
102137,24
102138,24
102139,24
102140,24
102141,24
102142,24
102143,24
102144,24
102145,24
102146,24
102147,24
102148,24
102149,24
102150,24
102151,24
102152,24
102153,24
102154,24
102155,24
102156,24
102157,24
102158,24
102159,24
102160,24
102161,24
102162,24
102163,24
102164,24
102177,24
102178,24
102179,24
102180,24
102181,24
102182,24
102183,24
102184,24
102185,24
102186,24
102187,24
102188,24
102189,24
102190,24
102191,24
102192,24
102193,24
102194,24
102195,24
102196,24
102197,24
102198,24
102199,24
102200,24
102201,24
102202,24
102203,24
102204,24
102205,24
102206,24
102207,24
102208,24
102209,24
102210,24
102211,24
102212,24
102213,24
102214,24
102215,24
102216,24
102217,24
102218,24
102219,24
102220,24
102221,24
102222,24
102223,24
102224,24
102225,24
102226,24
102227,24
111834,26
111835,26
111836,26
111837,26
111838,26
111839,26
111840,26
111841,26
111842,26
111843,26
111844,26
111845,26
111846,26
111847,26
111848,26
111849,26
111850,26
111851,26
111852,26
111853,26
111854,26
111855,26
111856,26
111857,26
111858,26
111859,26
111860,26
111861,26
111862,26
111863,26
111864,26
111865,26
111866,26
111867,26
111868,26
111869,26
111870,26
111871,26
111872,26
111873,26
111874,26
111875,26
111876,26
111877,26
111878,26
111879,26
111880,26
111881,26
111882,26
111883,26
111884,26
111885,26
111898,26
111899,26
111900,26
111901,26
111902,26
111903,26
111904,26
111905,26
111906,26
111907,26
111908,26
111909,26
111910,26
111911,26
111912,26
111913,26
111914,26
111915,26
111916,26
111917,26
111918,26
111919,26
111920,26
111921,26
111934,26
111935,26
111936,26
111937,26
111938,26
111939,26
111940,26
111941,26
111942,26
111943,26
111944,26
111945,26
111946,26
111947,26
111948,26
111949,26
111950,26
111951,26
111952,26
111953,26
111954,26
111955,26
111956,26
111957,26
111970,26
111971,26
111972,26
111973,26
111974,26
111975,26
111976,26
111977,26
111978,26
111979,26
111980,26
111981,26
111982,26
111983,26
111984,26
111985,26
111986,26
111987,26
111988,26
111989,26
111990,26
111991,26
111992,26
111993,26
112006,26
112007,26
112008,26
112009,26
112010,26
112011,26
112012,26
112013,26
112014,26
112015,26
112016,26
112017,26
112018,26
112019,26
112020,26
112021,26
112022,26
112023,26
112024,26
112025,26
112026,26
112027,26
112028,26
112029,26
112042,26
112043,26
112044,26
112045,26
112046,26
112047,26
112048,26
112049,26
112050,26
112051,26
112052,26
112053,26
112054,26
112055,26
112056,26
112057,26
112058,26
112059,26
112060,26
112061,26
112062,26
112063,26
112064,26
112065,26
112079,26
112080,26
112083,26
112084,26
112086,26
112089,26
112090,26
112093,26
112094,26
112096,26
112097,26
112099,26
112100,26
112102,26
112103,26
112107,26
112108,26
112109,26
112110,26
112111,26
112112,26
112113,26
112114,26
112115,26
112116,26
112117,26
112131,26
112132,26
112133,26
112134,26
112135,26
112136,26
112137,26
112138,26
112139,26
112140,26
112141,26
112142,26
112143,26
112144,26
112145,26
112146,26
112147,26
112148,26
112149,26
112150,26
112151,26
112152,26
112153,26
112164,26
112165,26
112166,26
112167,26
112168,26
112169,26
112170,26
112171,26
112172,26
112173,26
112174,26
112175,26
112176,26
112177,26
112178,26
112179,26
112180,26
112181,26
112182,26
112183,26
112184,26
112185,26
112186,26
112187,26
112188,26
112189,26
112190,26
112191,26
112192,26
112193,26
112194,26
112195,26
112196,26
112197,26
112198,26
126616,27
126617,27
126618,27
126619,27
126620,27
126621,27
126622,27
126623,27
126624,27
126625,27
126626,27
126627,27
126628,27
126629,27
126630,27
126631,27
126632,27
126633,27
126634,27
126635,27
126636,27
126637,27
126638,27
126639,27
126640,27
126641,27
126642,27
126643,27
126644,27
126645,27
126646,27
126647,27
126648,27
126649,27
126650,27
126651,27
126652,27
126653,27
126654,27
126655,27
126656,27
126657,27
126658,27
126659,27
126660,27
126661,27
126662,27
126663,27
126664,27
126665,27
126666,27
126667,27
126668,27
126669,27
126670,27
126671,27
126672,27
126673,27
126688,27
126689,27
126690,27
126691,27
126692,27
126693,27
126694,27
126695,27
126696,27
126697,27
126698,27
126699,27
126700,27
126701,27
126702,27
126703,27
126704,27
126705,27
126706,27
126707,27
126708,27
126709,27
126710,27
126711,27
126712,27
126713,27
126714,27
126715,27
126716,27
126717,27
126718,27
126719,27
126720,27
126721,27
126722,27
126723,27
126724,27
126725,27
126726,27
126727,27
126728,27
126729,27
126731,27
126732,27
126733,27
126734,27
126735,27
126736,27
126738,27
126739,27
126740,27
126741,27
126742,27
126743,27
126744,27
126745,27
126760,27
126761,27
126762,27
126763,27
126764,27
126765,27
126766,27
126767,27
126768,27
126769,27
126770,27
126771,27
126772,27
126773,27
126774,27
126775,27
126776,27
126777,27
126778,27
126779,27
126780,27
126781,27
126782,27
126783,27
126784,27
126785,27
126786,27
126787,27
126788,27
126789,27
126790,27
126791,27
126792,27
126793,27
126794,27
126795,27
126797,27
126798,27
126799,27
126800,27
126801,27
126803,27
126804,27
126805,27
126806,27
126807,27
126808,27
126809,27
126810,27
126811,27
126812,27
126813,27
126814,27
126815,27
126816,27
126817,27
126832,27
126833,27
126834,27
126835,27
126836,27
126837,27
126838,27
126839,27
126840,27
126841,27
126842,27
126843,27
126844,27
126845,27
126846,27
126847,27
126848,27
126849,27
126850,27
126851,27
126852,27
126853,27
126854,27
126855,27
126856,27
126857,27
126858,27
126859,27
126860,27
126861,27
126862,27
126863,27
126864,27
126865,27
126866,27
126867,27
126868,27
126869,27
126870,27
126871,27
126872,27
126873,27
126874,27
126875,27
126876,27
126877,27
126878,27
126879,27
126880,27
126881,27
126882,27
126883,27
126884,27
126885,27
126886,27
126887,27
126888,27
126889,27
126899,27
126900,27
126901,27
126902,27
126903,27
126904,27
126905,27
126906,27
126910,27
126920,27
126931,27
126935,27
126937,27
126939,27
126941,27
126954,27
126956,27
126958,27
126967,27
126968,27
126971,27
126972,27
126973,27
126975,27
126976,27
126985,27
126986,27
126987,27
126988,27
126997,27
127003,27
127007,27
127008,27
127010,27
127013,27
127029,27
127030,27
127031,27
127032,27
127033,27
127034,27
127035,27
127036,27
127037,27
127038,27
127039,27
127040,27
127041,27
127042,27
127043,27
127044,27
127045,27
127046,27
127047,27
127048,27
127049,27
127050,27
127051,27
127052,27
127053,27
127054,27
127055,27
127056,27
127057,27
127058,27
127059,27
127060,27
127061,27
127062,27
127063,27
127064,27
127065,27
127066,27
127067,27
127068,27
127069,27
127070,27
127071,27
127072,27
127073,27
127074,27
127075,27
127076,27
127077,27
127078,27
127079,27
127080,27
127081,27
127082,27
127083,27
127084,27
127085,27
127086,27
127088,27
127089,27
127090,27
127091,27
127092,27
127093,27
127094,27
127095,27
127096,27
127097,27
127098,27
127099,27
127100,27
127101,27
127102,27
127103,27
127104,27
127105,27
127106,27
127107,27
127108,27
127109,27
127110,27
127111,27
127112,27
127113,27
127114,27
127115,27
127116,27
127117,27
127118,27
127119,27
127120,27
127121,27
127122,27
127123,27
127124,27
127125,27
127126,27
127127,27
127128,27
127129,27
127130,27
127131,27
127132,27
127133,27
127134,27
127135,27
127136,27
127137,27
127138,27
127139,27
127140,27
127141,27
127142,27
127143,27
127144,27
130920,28
130921,28
130922,28
130923,28
130924,28
130925,28
130926,28
130927,28
130928,28
130929,28
130930,28
130931,28
130956,28
130957,28
130958,28
130959,28
130960,28
130961,28
130962,28
130963,28
130964,28
130965,28
130966,28
130967,28
130992,28
130993,28
130994,28
