transaction_id,type,operation,amount2,balance
519,VYBER,cw,0,0
521,VYBER,cw,0,0
522,VYBER,cw,0,0
523,VYBER,cw,0,0
526,VYBER,cw,0,1
527,VYBER,cw,0,0
528,VYBER,cw,0,0
529,VYBER,cw,0,1
532,VYBER,cw,0,0
533,VYBER,cw,0,0
538,Withdrawal,cw,1,0
542,Withdrawal,cw,0,0
543,Withdrawal,cw,0,0
545,Withdrawal,cw,0,0
547,Withdrawal,cw,0,0
548,Withdrawal,cw,0,0
549,Withdrawal,cw,0,1
550,Withdrawal,cw,0,1
551,Withdrawal,cw,0,0
560,Withdrawal,cw,0,0
561,Withdrawal,cw,0,0
562,Withdrawal,cw,0,0
563,Withdrawal,cw,0,0
565,Withdrawal,cw,0,0
566,Withdrawal,cw,0,0
569,Withdrawal,cw,0,0
574,Withdrawal,cw,0,0
575,Withdrawal,cw,0,0
576,Withdrawal,cw,0,0
577,Withdrawal,cw,0,0
578,Withdrawal,cw,0,0
580,Withdrawal,cw,0,0
583,Withdrawal,cw,0,0
584,Withdrawal,cw,0,0
586,Withdrawal,cw,0,0
595,Withdrawal,cw,0,0
596,Withdrawal,cw,0,0
598,Withdrawal,cw,0,0
599,Withdrawal,cw,0,0
600,Withdrawal,cw,0,0
601,Withdrawal,cw,0,0
602,Withdrawal,cw,0,0
603,Withdrawal,cw,0,0
607,Withdrawal,cw,0,0
608,Withdrawal,cw,0,0
610,Withdrawal,cw,0,0
611,Withdrawal,cw,0,1
612,Withdrawal,cw,0,0
614,Withdrawal,cw,0,0
616,Withdrawal,cw,0,0
618,Withdrawal,cw,0,0
619,Withdrawal,cw,0,0
620,Withdrawal,cw,0,0
621,Withdrawal,cw,0,0
622,Withdrawal,cw,0,0
623,Withdrawal,cw,0,0
624,Withdrawal,cw,0,0
638,Withdrawal,cw,0,0
639,Withdrawal,cw,0,0
640,Withdrawal,cw,0,0
641,Withdrawal,cw,0,0
642,Withdrawal,cw,0,0
643,Withdrawal,cw,0,0
644,Withdrawal,cw,0,0
645,Withdrawal,cw,0,0
646,Withdrawal,cw,0,0
647,Withdrawal,cw,0,0
648,Withdrawal,cw,0,0
649,Withdrawal,cw,0,0
650,Withdrawal,cw,0,0
651,Withdrawal,cw,0,0
652,Withdrawal,cw,0,0
653,Withdrawal,cw,0,0
654,Withdrawal,cw,0,0
655,Withdrawal,cw,0,0
656,Withdrawal,cw,0,0
657,Withdrawal,cw,0,0
658,Withdrawal,cw,0,0
659,Withdrawal,cw,0,0
660,Withdrawal,cw,0,0
661,Withdrawal,cw,0,0
662,Withdrawal,cw,0,0
663,Withdrawal,cw,0,0
664,Withdrawal,cw,0,0
665,Withdrawal,cw,0,0
666,Withdrawal,cw,0,0
667,Withdrawal,cw,0,0
668,Withdrawal,cw,0,0
669,Withdrawal,cw,0,0
670,Withdrawal,cw,0,0
671,Withdrawal,cw,0,0
672,Withdrawal,cw,0,0
673,Withdrawal,cw,0,1
674,Withdrawal,cw,0,0
675,Withdrawal,cw,0,0
676,Withdrawal,cw,0,0
677,Withdrawal,cw,0,1
678,Withdrawal,cw,0,1
679,Withdrawal,cw,0,0
680,Withdrawal,cw,0,0
681,Withdrawal,cw,0,0
682,Withdrawal,cw,0,0
683,Withdrawal,cw,0,0
684,Withdrawal,cw,0,0
685,Withdrawal,cw,0,1
686,Withdrawal,cw,0,0
687,Withdrawal,cw,0,0
688,Withdrawal,cw,0,0
689,Withdrawal,cw,0,0
690,Withdrawal,cw,0,0
691,Withdrawal,cw,0,0
692,Withdrawal,cw,0,0
693,Withdrawal,cw,0,0
694,Withdrawal,cw,0,0
695,Withdrawal,cw,0,0
696,Withdrawal,cw,0,0
707,Withdrawal,cw,0,0
708,Withdrawal,cw,0,0
709,Withdrawal,cw,0,0
710,Withdrawal,cw,0,0
711,Withdrawal,cw,0,0
712,Withdrawal,cw,0,0
713,Withdrawal,cw,0,0
714,Withdrawal,cw,0,0
715,Withdrawal,cw,0,0
716,Withdrawal,cw,0,0
717,Withdrawal,cw,0,0
718,Withdrawal,cw,0,0
719,Withdrawal,cw,0,0
720,Credit,cic,0,0
721,Withdrawal,cw,0,0
722,Withdrawal,cw,0,0
723,Withdrawal,cw,0,0
724,Withdrawal,cw,0,0
725,Withdrawal,cw,0,0
726,Withdrawal,cw,0,0
727,Withdrawal,cw,0,0
728,Withdrawal,cw,0,0
729,Withdrawal,cw,0,0
730,Withdrawal,cw,0,0
731,Credit,cic,0,0
732,Credit,cic,0,0
733,Withdrawal,cw,0,0
734,Withdrawal,cw,0,0
735,Credit,cic,0,0
736,Credit,cic,0,0
737,Withdrawal,cw,0,0
738,Withdrawal,cw,0,0
739,Withdrawal,cw,0,0
740,Credit,cic,0,0
741,Withdrawal,cw,0,0
742,Withdrawal,cw,0,0
743,Withdrawal,cw,0,0
744,Credit,cic,0,0
745,Withdrawal,cw,0,0
746,Withdrawal,cw,0,0
747,Withdrawal,cw,0,0
748,Withdrawal,cw,0,0
749,Credit,cic,0,0
750,Withdrawal,cw,0,0
751,Withdrawal,cw,0,0
752,Withdrawal,cw,0,0
753,Withdrawal,cw,0,0
754,Withdrawal,cw,0,0
755,Withdrawal,cw,0,0
756,Credit,cic,0,0
757,Withdrawal,cw,0,0
758,Credit,cic,0,0
759,Withdrawal,cw,0,0
760,Withdrawal,cw,0,0
761,Withdrawal,cw,0,0
762,Withdrawal,cw,0,0
763,Withdrawal,cw,0,0
764,Withdrawal,cw,0,0
765,Withdrawal,cw,0,0
766,Withdrawal,cw,0,0
4543,Credit,Collection,0,0
4544,Credit,Collection,0,0
4545,Credit,Collection,0,0
4546,Credit,Collection,0,0
4547,Credit,Collection,0,0
4548,Credit,Collection,1,0
4549,Credit,Collection,0,0
4550,Credit,Collection,0,0
4551,Credit,Collection,0,0
4552,Credit,Collection,0,0
4553,Credit,Collection,0,0
4554,Credit,Collection,1,0
4555,Credit,Collection,0,0
4556,Credit,Collection,0,0
4557,Credit,Collection,0,0
4558,Credit,Collection,0,0
4559,Credit,Collection,0,0
4560,Credit,Collection,1,0
4561,Credit,Collection,0,0
4562,Credit,Collection,0,0
4563,Credit,Collection,0,0
4564,Credit,Collection,0,0
4565,Credit,Collection,0,0
4566,Credit,Collection,1,0
4567,Credit,Collection,0,0
4568,Credit,Collection,0,0
4569,Credit,Collection,0,0
4570,Credit,Collection,0,0
4571,Credit,Collection,0,0
4572,Credit,Collection,1,0
4573,Credit,Collection,0,0
4574,Credit,Collection,0,0
4575,Credit,Collection,0,0
4576,Credit,Collection,0,0
4577,Credit,Collection,0,0
4578,Credit,Collection,1,0
4592,Withdrawal,cw,0,0
4593,Withdrawal,cw,0,0
4594,Withdrawal,cw,0,0
4595,Withdrawal,cw,0,0
4596,Withdrawal,cw,0,0
4597,Withdrawal,cw,0,0
4598,Withdrawal,Remittance,0,0
4599,Withdrawal,Remittance,0,0
4600,Withdrawal,Remittance,0,0
4601,Withdrawal,Remittance,0,0
4602,Withdrawal,Remittance,0,0
4603,Withdrawal,Remittance,0,0
4604,Withdrawal,Remittance,0,0
4605,Withdrawal,Remittance,0,0
4606,Withdrawal,cw,0,0
4607,Withdrawal,cw,0,0
4608,Withdrawal,cw,0,0
4609,Withdrawal,cw,0,0
4610,Withdrawal,cw,0,0
4611,Withdrawal,cw,0,0
4612,Withdrawal,cw,0,0
4613,Withdrawal,cw,0,0
4614,Withdrawal,cw,0,0
4615,Withdrawal,cw,0,0
4616,Withdrawal,cw,0,0
4617,Withdrawal,cw,0,0
4618,Withdrawal,cw,0,0
4619,Withdrawal,cw,0,0
4620,Withdrawal,cw,0,0
4621,Withdrawal,cw,0,0
4622,Withdrawal,cw,0,0
4623,Withdrawal,cw,0,0
4624,Withdrawal,cw,0,0
4625,Withdrawal,cw,0,0
4626,Withdrawal,cw,0,0
4639,Withdrawal,cw,0,0
4640,Withdrawal,cw,0,0
4641,Withdrawal,cw,0,0
4642,Withdrawal,cw,0,0
4643,Withdrawal,cw,0,0
4644,Withdrawal,cw,0,0
4645,Withdrawal,cw,0,0
4646,Withdrawal,cw,0,0
4647,Withdrawal,cw,0,0
4648,Withdrawal,cw,0,0
4649,Withdrawal,cw,0,0
4650,Withdrawal,cw,0,0
4651,Withdrawal,cw,0,0
4652,Withdrawal,cw,0,0
4653,Withdrawal,cw,0,0
4654,Withdrawal,cw,0,0
4656,Withdrawal,cw,0,0
4657,Withdrawal,cw,0,0
4658,Withdrawal,cw,0,0
4659,Withdrawal,cw,0,0
4661,Withdrawal,cw,0,0
4663,Withdrawal,cw,0,0
4667,Withdrawal,cw,0,0
4668,Withdrawal,cw,0,0
4669,Withdrawal,cw,0,0
4671,Withdrawal,cw,0,0
4673,Withdrawal,cw,0,0
4674,Withdrawal,cw,0,0
4698,VYBER,cw,0,0
4714,Withdrawal,cw,0,0
4715,Withdrawal,cw,0,0
4723,Withdrawal,cw,0,0
4725,Withdrawal,cw,0,0
4729,Withdrawal,cw,0,0
4775,Withdrawal,cw,0,0
4776,Withdrawal,cw,0,0
4777,Withdrawal,cw,0,0
4778,Withdrawal,cw,0,0
4779,Withdrawal,cw,0,0
4780,Withdrawal,cw,0,0
4781,Withdrawal,cw,0,0
4782,Withdrawal,cw,0,0
4783,Withdrawal,cw,0,0
4784,Withdrawal,cw,0,0
4785,Withdrawal,cw,0,0
4786,Withdrawal,cw,0,0
4787,Withdrawal,cw,0,0
4788,Withdrawal,cw,0,0
4789,Withdrawal,cw,0,0
4790,Withdrawal,cw,0,0
4791,Withdrawal,cw,0,0
4792,Withdrawal,cw,0,0
4793,Withdrawal,cw,0,0
4794,Withdrawal,cw,0,0
4795,Withdrawal,cw,0,0
4796,Withdrawal,cw,0,0
4797,Withdrawal,cw,0,0
4798,Withdrawal,cw,0,0
4799,Withdrawal,cw,0,0
4800,Withdrawal,cw,0,0
4801,Withdrawal,cw,0,0
4802,Withdrawal,cw,0,0
4803,Withdrawal,cw,0,0
4804,Withdrawal,cw,0,0
4805,Withdrawal,cw,0,0
4806,Withdrawal,cw,0,0
4807,Withdrawal,cw,0,0
4808,Withdrawal,cw,0,0
4809,Withdrawal,cw,0,0
4818,Credit,cic,0,0
4819,Credit,cic,0,0
4820,Credit,cic,0,0
4821,Credit,cic,0,0
4822,Withdrawal,cw,0,0
4823,Credit,cic,0,0
4824,Credit,cic,0,0
4825,Credit,cic,0,0
4826,Credit,cic,0,0
4827,Withdrawal,cw,0,0
4828,Credit,cic,0,0
4829,Credit,cic,0,0
4830,Withdrawal,cw,0,0
4831,Withdrawal,cw,0,0
4832,Credit,cic,0,0
4833,Withdrawal,cw,0,0
4834,Withdrawal,cw,0,0
4835,Credit,cic,0,0
4836,Withdrawal,cw,0,0
4837,Withdrawal,cw,0,0
4838,Withdrawal,cw,0,0
4839,Withdrawal,cw,0,0
4840,Withdrawal,cw,0,0
4841,Withdrawal,cw,0,0
4842,Withdrawal,cw,0,0
4843,Withdrawal,cw,0,0
4844,Withdrawal,cw,0,0
4845,Withdrawal,cw,0,0
4846,Withdrawal,cw,0,0
6175,Credit,cic,1,2
6176,Credit,cic,0,1
6177,Credit,cic,0,1
6178,Credit,cic,0,1
6179,Credit,cic,1,1
6180,Credit,cic,1,1
6181,Credit,cic,0,1
6182,Credit,cic,1,1
6183,Credit,cic,0,1
6184,Credit,cic,2,1
6185,Credit,cic,1,2
6186,Credit,cic,0,0
6187,Credit,cic,1,1
6188,Credit,cic,1,1
6189,Credit,cic,0,0
6190,Credit,cic,1,1
6191,Credit,cic,0,1
6192,Credit,cic,1,1
6193,Credit,cic,0,1
6194,Credit,cic,1,1
6195,Credit,cic,1,1
6196,Credit,cic,1,1
6197,Credit,cic,0,0
6198,Credit,cic,0,1
6199,Credit,cic,0,0
6200,Credit,cic,0,1
6201,Credit,cic,1,1
6202,Credit,cic,2,2
6203,Credit,cic,2,1
6204,Credit,cic,2,1
6205,Credit,cic,1,0
6206,Credit,cic,1,0
6207,Credit,cic,1,1
6208,Credit,cic,2,2
6209,Credit,cic,0,0
6210,Credit,cic,0,0
6211,Credit,cic,1,1
6212,Credit,cic,1,0
6225,Withdrawal,cw,0,0
6226,Withdrawal,cw,0,0
6227,Withdrawal,cw,0,0
6228,Withdrawal,cw,0,0
6229,Withdrawal,cw,0,0
6230,Withdrawal,cw,0,1
6231,Withdrawal,cw,0,1
6232,Withdrawal,cw,0,0
6233,Withdrawal,cw,0,0
6234,Withdrawal,cw,0,1
6235,Withdrawal,cw,0,1
6236,Withdrawal,Remittance,0,0
6237,Withdrawal,Remittance,0,0
6238,Withdrawal,Remittance,0,0
6239,Withdrawal,Remittance,0,0
6240,Withdrawal,Remittance,0,0
6241,Withdrawal,Remittance,0,1
6242,Withdrawal,Remittance,0,1
6243,Withdrawal,Remittance,0,1
6244,Withdrawal,Remittance,0,1
6245,Withdrawal,Remittance,0,0
6246,Withdrawal,Remittance,0,0
6247,Withdrawal,Remittance,0,0
6248,Withdrawal,cw,0,0
6261,Withdrawal,Remittance,0,0
6262,Withdrawal,Remittance,0,1
6263,Withdrawal,Remittance,0,0
6264,Withdrawal,Remittance,0,1
6265,Withdrawal,Remittance,0,1
6266,Withdrawal,Remittance,0,1
6267,Withdrawal,Remittance,0,1
6268,Withdrawal,Remittance,0,1
6269,Withdrawal,Remittance,0,0
6270,Withdrawal,Remittance,0,1
6271,Withdrawal,Remittance,0,1
6272,Withdrawal,Remittance,0,0
6273,Withdrawal,Remittance,0,0
6274,Withdrawal,Remittance,0,0
6275,Withdrawal,Remittance,0,0
6276,Withdrawal,Remittance,0,0
6277,Withdrawal,Remittance,0,1
6278,Withdrawal,Remittance,0,1
6279,Withdrawal,Remittance,0,1
6280,Withdrawal,Remittance,0,1
6281,Withdrawal,Remittance,0,0
6282,Withdrawal,Remittance,0,0
6283,Withdrawal,Remittance,0,0
6284,Withdrawal,Remittance,0,1
6297,Withdrawal,Remittance,0,1
6298,Withdrawal,Remittance,0,1
6299,Withdrawal,Remittance,0,0
6300,Withdrawal,Remittance,0,1
6301,Withdrawal,Remittance,0,1
6302,Withdrawal,Remittance,0,1
6303,Withdrawal,Remittance,0,1
6304,Withdrawal,Remittance,0,0
6305,Withdrawal,Remittance,0,1
6306,Withdrawal,Remittance,0,1
6307,Withdrawal,Remittance,0,1
6308,Withdrawal,Remittance,0,0
6309,Withdrawal,Remittance,0,0
6310,Withdrawal,Remittance,0,1
6311,Withdrawal,Remittance,0,0
6312,Withdrawal,Remittance,0,0
6313,Withdrawal,Remittance,0,1
6314,Withdrawal,Remittance,0,1
6315,Withdrawal,Remittance,0,1
6316,Withdrawal,Remittance,0,1
6317,Withdrawal,Remittance,0,1
6318,Withdrawal,Remittance,0,0
6319,Withdrawal,Remittance,0,0
6320,Withdrawal,Remittance,0,0
6333,Withdrawal,Remittance,0,1
6334,Withdrawal,Remittance,0,1
6335,Withdrawal,Remittance,0,0
6336,Withdrawal,Remittance,0,1
6337,Withdrawal,Remittance,0,1
6338,Withdrawal,Remittance,0,1
6339,Withdrawal,Remittance,0,1
6340,Withdrawal,Remittance,0,0
6341,Withdrawal,Remittance,0,1
6342,Withdrawal,Remittance,0,1
6343,Withdrawal,Remittance,0,1
6344,Withdrawal,Remittance,0,0
6345,Withdrawal,Remittance,0,0
6346,Withdrawal,Remittance,0,1
6347,Withdrawal,Remittance,0,0
6348,Withdrawal,Remittance,0,0
6349,Withdrawal,Remittance,0,1
6350,Withdrawal,Remittance,0,1
6351,Withdrawal,Remittance,0,1
6352,Withdrawal,Remittance,0,1
6353,Withdrawal,Remittance,0,1
6354,Withdrawal,Remittance,0,0
6355,Withdrawal,Remittance,0,0
6356,Withdrawal,Remittance,0,0
6368,VYBER,cw,0,1
6369,VYBER,cw,0,1
6370,VYBER,cw,0,0
6372,VYBER,cw,1,0
6373,VYBER,cw,0,1
6374,VYBER,cw,0,1
6381,VYBER,cw,0,1
6383,Withdrawal,cw,0,0
6386,Withdrawal,cw,0,1
6390,Withdrawal,cw,0,0
6397,Withdrawal,cw,0,1
6398,Withdrawal,cw,0,1
6399,Withdrawal,cw,0,1
6400,Withdrawal,cw,0,0
6401,Withdrawal,cw,0,0
6402,Withdrawal,cw,0,1
6403,Withdrawal,cw,0,0
6404,Withdrawal,cw,0,0
6412,Withdrawal,cw,0,1
6413,Withdrawal,cw,0,1
6414,Withdrawal,cw,0,0
6415,Withdrawal,cw,0,0
6417,Withdrawal,cw,0,1
6418,Withdrawal,cw,0,0
6419,Withdrawal,cw,0,0
6433,Withdrawal,cw,0,0
6434,Withdrawal,cw,0,0
6435,Withdrawal,cw,0,0
6436,Withdrawal,cw,0,0
6437,Withdrawal,cw,0,1
6438,Withdrawal,cw,0,0
6439,Withdrawal,cw,0,0
6440,Withdrawal,cw,0,0
6441,Withdrawal,cw,0,1
6442,Withdrawal,cw,0,1
6443,Withdrawal,cw,0,0
6444,Withdrawal,cw,0,0
6445,Withdrawal,cw,0,0
6446,Withdrawal,cw,0,0
6447,Withdrawal,cw,0,0
6448,Withdrawal,cw,0,0
6449,Withdrawal,cw,0,1
6450,Withdrawal,cw,0,1
6451,Withdrawal,cw,0,1
6452,Withdrawal,cw,0,1
6453,Withdrawal,cw,0,0
6454,Withdrawal,cw,0,0
6455,Withdrawal,cw,0,0
6466,Withdrawal,cw,0,0
6467,Withdrawal,cw,0,0
6468,Withdrawal,cw,0,0
6469,Withdrawal,cw,1,1
6470,Withdrawal,cw,0,0
6471,Withdrawal,cw,1,1
6472,Withdrawal,cw,0,0
6473,Withdrawal,cw,0,0
6474,Withdrawal,cw,0,0
6475,Withdrawal,cw,1,1
6476,Withdrawal,cw,1,1
6477,Withdrawal,cw,2,0
6478,Withdrawal,cw,0,1
6479,Withdrawal,cw,0,0
6480,Withdrawal,cw,0,0
6481,Withdrawal,cw,2,1
6482,Withdrawal,cw,1,0
6483,Withdrawal,cw,1,0
6484,Withdrawal,cw,2,1
6485,Withdrawal,cw,1,0
6486,Withdrawal,cw,1,0
6487,Withdrawal,cw,2,0
11059,Credit,cic,2,1
11060,Credit,cic,0,0
11061,Credit,cic,2,0
11062,Credit,cic,1,1
11063,Credit,cic,0,0
11064,Credit,cic,1,1
11065,Credit,cic,1,1
11066,Credit,cic,0,1
11067,Credit,cic,2,0
11068,Credit,cic,1,0
11081,Withdrawal,cw,0,0
11082,Withdrawal,cw,0,0
11083,Withdrawal,cw,0,1
11084,Withdrawal,cw,0,0
11085,Withdrawal,cw,0,0
11086,Withdrawal,cw,0,0
11087,Withdrawal,cw,0,0
11088,Withdrawal,cw,0,0
11089,Withdrawal,cw,0,0
11090,Withdrawal,cw,0,0
11091,Withdrawal,Remittance,0,0
11105,Withdrawal,Remittance,0,1
11106,Withdrawal,Remittance,0,0
11107,Withdrawal,Remittance,0,1
11108,Withdrawal,Remittance,0,0
11109,Withdrawal,Remittance,0,1
11110,Withdrawal,Remittance,0,0
11111,Withdrawal,Remittance,0,0
11112,Withdrawal,Remittance,0,0
11113,Withdrawal,Remittance,0,0
11114,Withdrawal,Remittance,0,0
11115,Withdrawal,Remittance,0,0
11116,Withdrawal,Remittance,0,0
11129,Withdrawal,Remittance,0,0
11130,Withdrawal,Remittance,0,0
11131,Withdrawal,Remittance,0,1
11132,Withdrawal,Remittance,0,0
11133,Withdrawal,Remittance,0,1
11134,Withdrawal,Remittance,0,0
11135,Withdrawal,Remittance,0,0
11136,Withdrawal,Remittance,0,0
11137,Withdrawal,Remittance,0,0
11138,Withdrawal,Remittance,0,0
11139,Withdrawal,Remittance,0,0
11140,Withdrawal,Remittance,0,0
11153,Withdrawal,Remittance,0,1
11154,Withdrawal,Remittance,0,0
11155,Withdrawal,Remittance,0,1
11156,Withdrawal,Remittance,0,0
11157,Withdrawal,Remittance,0,1
11158,Withdrawal,Remittance,0,0
11159,Withdrawal,Remittance,0,0
11160,Withdrawal,Remittance,0,0
11161,Withdrawal,Remittance,0,0
11162,Withdrawal,Remittance,0,0
11163,Withdrawal,Remittance,0,0
11164,Withdrawal,Remittance,0,0
11173,VYBER,cw,1,0
11175,VYBER,cw,0,1
11182,Withdrawal,cw,0,0
11189,Withdrawal,cw,0,0
11190,Withdrawal,cw,0,0
11193,Withdrawal,cw,0,0
11194,Withdrawal,cw,0,0
11201,Withdrawal,cw,0,0
11202,Withdrawal,cw,0,0
11204,Withdrawal,cw,0,1
11205,Withdrawal,cw,0,0
11219,Withdrawal,cw,0,0
11220,Withdrawal,cw,0,0
11221,Withdrawal,cw,0,1
11222,Withdrawal,cw,0,1
11223,Withdrawal,cw,0,0
11224,Withdrawal,cw,0,0
11225,Withdrawal,cw,0,0
11226,Withdrawal,cw,0,0
11227,Withdrawal,cw,0,0
11228,Withdrawal,cw,0,0
11229,Withdrawal,cw,0,0
11235,Withdrawal,cw,0,0
11236,Credit,cic,0,0
11237,Withdrawal,cw,1,1
11238,Withdrawal,cw,0,0
11239,Withdrawal,cw,1,0
11240,Withdrawal,cw,0,0
11241,Withdrawal,cw,0,0
11242,Withdrawal,cw,0,0
11243,Withdrawal,cw,0,0
11274,Credit,Collection,0,0
11275,Credit,Collection,0,0
11276,Credit,Collection,0,0
11277,Credit,Collection,0,0
11278,Credit,Collection,0,0
11279,Credit,Collection,0,0
11280,Credit,Collection,0,0
11281,Credit,Collection,0,0
11282,Credit,Collection,0,0
11283,Credit,Collection,0,0
11284,Credit,Collection,0,0
11285,Credit,Collection,0,1
11298,Withdrawal,cw,0,0
11299,Withdrawal,cw,0,0
11300,Withdrawal,cw,0,0
11301,Withdrawal,cw,0,0
11302,Withdrawal,Remittance,0,0
11303,Withdrawal,Remittance,0,0
11304,Withdrawal,Remittance,0,0
11305,Withdrawal,Remittance,0,0
